Datetime,TNI,cash
2013-01-17 00:00:00+00:00,0.0,111154102.88317958
2013-01-18 00:00:00+00:00,0.0,111154102.88317958
2013-01-21 00:00:00+00:00,0.0,111154102.88317958
2013-01-22 00:00:00+00:00,0.0,111154102.88317958
2013-01-23 00:00:00+00:00,0.0,109103811.07169957
2013-01-24 00:00:00+00:00,0.0,109103811.07169957
2013-01-25 00:00:00+00:00,0.0,109103811.07169957
2013-01-28 00:00:00+00:00,0.0,109103811.07169957
2013-01-29 00:00:00+00:00,0.0,109103811.07169957
2013-01-30 00:00:00+00:00,0.0,110822883.12965156
2013-01-31 00:00:00+00:00,0.0,110822883.12965156
2013-02-01 00:00:00+00:00,0.0,110822883.12965156
2013-02-04 00:00:00+00:00,0.0,110822883.12965156
2013-02-05 00:00:00+00:00,0.0,110822883.12965156
2013-02-06 00:00:00+00:00,0.0,111738632.04223886
2013-02-07 00:00:00+00:00,0.0,111738632.04223886
2013-02-08 00:00:00+00:00,0.0,111738632.04223886
2013-02-18 00:00:00+00:00,0.0,111738632.04223886
2013-02-19 00:00:00+00:00,0.0,111738632.04223886
2013-02-20 00:00:00+00:00,0.0,118596202.21504705
2013-02-21 00:00:00+00:00,0.0,118596202.21504705
2013-02-22 00:00:00+00:00,0.0,118596202.21504705
2013-02-25 00:00:00+00:00,0.0,118596202.21504705
2013-02-26 00:00:00+00:00,0.0,118596202.21504705
2013-02-27 00:00:00+00:00,0.0,110113357.03021112
2013-02-28 00:00:00+00:00,0.0,110113357.03021112
2013-03-01 00:00:00+00:00,0.0,110113357.03021112
2013-03-04 00:00:00+00:00,0.0,110113357.03021112
2013-03-05 00:00:00+00:00,0.0,110113357.03021112
2013-03-06 00:00:00+00:00,0.0,108413242.42753084
2013-03-07 00:00:00+00:00,0.0,108413242.42753084
2013-03-08 00:00:00+00:00,0.0,108413242.42753084
2013-03-11 00:00:00+00:00,0.0,108413242.42753084
2013-03-12 00:00:00+00:00,0.0,108413242.42753084
2013-03-13 00:00:00+00:00,0.0,108781933.83352439
2013-03-14 00:00:00+00:00,0.0,108781933.83352439
2013-03-15 00:00:00+00:00,0.0,108781933.83352439
2013-03-18 00:00:00+00:00,0.0,108781933.83352439
2013-03-19 00:00:00+00:00,0.0,108781933.83352439
2013-03-20 00:00:00+00:00,0.0,110801964.77378589
2013-03-21 00:00:00+00:00,0.0,110801964.77378589
