date,amount,price,sid,symbol,value
2013-01-23 23:59:59.999989+00:00,-91440,21.7893,26,PVD,1992413.5920000002
2013-01-23 23:59:59.999989+00:00,-24395,9.8784,28,PVS,240983.56799999997
2013-01-23 23:59:59.999989+00:00,3363632,10.4574,32,PHR,-35174845.2768
2013-01-23 23:59:59.999989+00:00,-798475,9.1001,37,PDR,7266202.347499999
2013-01-23 23:59:59.999989+00:00,-604800,7.1554,50,HAI,4327585.92
2013-01-23 23:59:59.999989+00:00,-297609,6.9458,61,PPC,2067132.5922
2013-01-23 23:59:59.999989+00:00,-2126294,17.6328,80,CII,37492516.8432
2013-01-23 23:59:59.999989+00:00,9818179,2.5204,94,TIG,-24745738.3516
2013-01-30 23:59:59.999989+00:00,-5202672,3.7779,3,HPG,19655174.5488
2013-01-30 23:59:59.999989+00:00,-785011,38.1924,4,VNM,29981454.1164
2013-01-30 23:59:59.999989+00:00,3988390,7.749,5,MBB,-30906034.11
2013-01-30 23:59:59.999989+00:00,494215,77.592,8,MSN,-38347130.28
2013-01-30 23:59:59.999989+00:00,1701949,17.766,9,CTG,-30236825.933999997
2013-01-30 23:59:59.999989+00:00,-4126611,5.0169,16,HSG,20702794.725899998
2013-01-30 23:59:59.999989+00:00,4619980,3.7198,25,DXG,-17185401.604000002
2013-01-30 23:59:59.999989+00:00,-651556,24.6945,26,PVD,16089849.642
2013-01-30 23:59:59.999989+00:00,-1597589,10.5002,28,PVS,16775004.0178
2013-01-30 23:59:59.999989+00:00,1641716,12.9237,29,REE,-21217045.0692
2013-01-30 23:59:59.999989+00:00,-1454868,10.9622,32,PHR,15948553.989599999
2013-01-30 23:59:59.999989+00:00,-1707490,8.5026,37,PDR,14518104.474
2013-01-30 23:59:59.999989+00:00,-3254317,7.532,50,HAI,24511515.644
2013-01-30 23:59:59.999989+00:00,-1901837,7.1957,61,PPC,13685048.5009
2013-01-30 23:59:59.999989+00:00,1258799,18.227999999999998,80,CII,-22945388.172
2013-01-30 23:59:59.999989+00:00,1437866,12.5775,81,DRC,-18084759.615000002
2013-01-30 23:59:59.999989+00:00,-3664339,2.6404,94,TIG,9675320.695600001
2013-02-06 23:59:59.999989+00:00,-1162027,3.8858,3,HPG,4515404.5166
2013-02-06 23:59:59.999989+00:00,-59604,36.8946,4,VNM,2199065.7383999997
2013-02-06 23:59:59.999989+00:00,-459819,7.6937,5,MBB,3537709.4403
2013-02-06 23:59:59.999989+00:00,-27307,71.232,8,MSN,1945132.224
2013-02-06 23:59:59.999989+00:00,-230749,17.5392,9,CTG,4047152.8608000004
2013-02-06 23:59:59.999989+00:00,1006225,18.625999999999998,11,VCB,-18741946.849999998
2013-02-06 23:59:59.999989+00:00,1777283,21.4744,15,VIC,-38166086.055199996
2013-02-06 23:59:59.999989+00:00,-805207,5.9189,16,HSG,4765939.7123
2013-02-06 23:59:59.999989+00:00,-801086,4.1592,25,DXG,3331876.8912
2013-02-06 23:59:59.999989+00:00,-101750,23.7448,26,PVD,2416033.4000000004
2013-02-06 23:59:59.999989+00:00,-269246,10.362,28,PVS,2789927.052
2013-02-06 23:59:59.999989+00:00,-237318,13.1641,29,REE,3124077.8838
2013-02-06 23:59:59.999989+00:00,2754741,5.8178,30,HCM,-16026532.1898
2013-02-06 23:59:59.999989+00:00,-226748,10.9983,32,PHR,2493842.5284
2013-02-06 23:59:59.999989+00:00,-119124,8.7324,37,PDR,1040238.4176
2013-02-06 23:59:59.999989+00:00,-573415,7.6073,50,HAI,4362139.929500001
2013-02-06 23:59:59.999989+00:00,-582299,7.0458,61,PPC,4102762.2942
2013-02-06 23:59:59.999989+00:00,-1258799,18.1536,80,CII,22851733.5264
2013-02-06 23:59:59.999989+00:00,-321386,15.0543,81,DRC,4838241.2598
2013-02-06 23:59:59.999989+00:00,-773587,2.4004,94,TIG,1856918.2348
2013-02-20 23:59:59.999989+00:00,-1065638,4.0092,3,HPG,4272355.8696
2013-02-20 23:59:59.999989+00:00,-144173,37.4508,4,VNM,5399394.1884
2013-02-20 23:59:59.999989+00:00,-698569,7.8044,5,MBB,5451911.9036
2013-02-20 23:59:59.999989+00:00,-65460,73.77600000000001,8,MSN,4829376.960000001
2013-02-20 23:59:59.999989+00:00,-222625,17.5392,9,CTG,3904664.4000000004
2013-02-20 23:59:59.999989+00:00,-169526,18.0733,11,VCB,3063894.2558
2013-02-20 23:59:59.999989+00:00,-275473,21.3165,15,VIC,5872120.2045
2013-02-20 23:59:59.999989+00:00,-563511,5.8249,16,HSG,3282395.2239
2013-02-20 23:59:59.999989+00:00,-803828,4.1006,25,DXG,3296177.0968
2013-02-20 23:59:59.999989+00:00,-191063,24.3035,26,PVD,4643499.6205
2013-02-20 23:59:59.999989+00:00,-286529,10.6383,28,PVS,3048181.4606999997
2013-02-20 23:59:59.999989+00:00,-338790,14.0247,29,REE,4751428.113
2013-02-20 23:59:59.999989+00:00,-688995,6.0323,30,HCM,4156224.5385000003
2013-02-20 23:59:59.999989+00:00,-331415,11.1065,32,PHR,3680860.6975000002
2013-02-20 23:59:59.999989+00:00,-940690,9.2839,37,PDR,8733271.890999999
2013-02-20 23:59:59.999989+00:00,-799777,7.9086,50,HAI,6325116.3822
2013-02-20 23:59:59.999989+00:00,244262,49.3408,56,BVH,-12052082.4896
2013-02-20 23:59:59.999989+00:00,-1206226,8.4949,61,PPC,10246769.247399999
2013-02-20 23:59:59.999989+00:00,1362793,8.4546,72,ITA,-11521869.6978
2013-02-20 23:59:59.999989+00:00,1346585,8.6072,73,DIG,-11590326.412
2013-02-20 23:59:59.999989+00:00,924081,18.227999999999998,80,CII,-16844148.468
2013-02-20 23:59:59.999989+00:00,-387932,17.028,81,DRC,6605706.096
2013-02-20 23:59:59.999989+00:00,3961116,4.3919999999999995,82,KSB,-17397221.472
2013-02-20 23:59:59.999989+00:00,8184907,2.6087,83,NT2,-21351966.890899997
2013-02-20 23:59:59.999989+00:00,-2051234,3.1805,94,TIG,6523949.737
2013-02-27 23:59:59.999989+00:00,135815,3.6854,3,HPG,-500532.601
2013-02-27 23:59:59.999989+00:00,-32140,37.8216,4,VNM,1215586.224
2013-02-27 23:59:59.999989+00:00,-2830002,7.2509,5,MBB,20520061.5018
2013-02-27 23:59:59.999989+00:00,-14947,72.50399999999999,8,MSN,1083717.288
2013-02-27 23:59:59.999989+00:00,-1248575,15.7248,9,CTG,19633592.16
2013-02-27 23:59:59.999989+00:00,27101,17.7119,11,VCB,-480010.2019
2013-02-27 23:59:59.999989+00:00,-14971,19.7375,15,VIC,295490.1125
2013-02-27 23:59:59.999989+00:00,-336019,6.2007,16,HSG,2083553.0133000002
2013-02-27 23:59:59.999989+00:00,230437,3.5734,25,DXG,-823443.5758
2013-02-27 23:59:59.999989+00:00,-707115,22.348000000000003,26,PVD,15802606.020000001
2013-02-27 23:59:59.999989+00:00,186049,10.2929,28,PVS,-1914983.7521
2013-02-27 23:59:59.999989+00:00,87063,12.2797,29,REE,-1069107.5211
2013-02-27 23:59:59.999989+00:00,-2065746,5.6301,30,HCM,11630356.554599999
2013-02-27 23:59:59.999989+00:00,-1350601,10.5295,32,PHR,14221153.229500001
2013-02-27 23:59:59.999989+00:00,1600253,9.1119,33,SBT,-14581345.310700001
2013-02-27 23:59:59.999989+00:00,-78297,8.7338,37,PDR,683830.3386
2013-02-27 23:59:59.999989+00:00,1562841,5.6083,49,SCR,-8764881.1803
2013-02-27 23:59:59.999989+00:00,-333720,8.0969,50,HAI,2702097.468
2013-02-27 23:59:59.999989+00:00,16265,44.1922,56,BVH,-718786.133
2013-02-27 23:59:59.999989+00:00,-7740,7.6954,61,PPC,59562.396
2013-02-27 23:59:59.999989+00:00,3690959,5.8389,71,VNG,-21551140.5051
2013-02-27 23:59:59.999989+00:00,274447,6.9993,72,ITA,-1920936.8871
2013-02-27 23:59:59.999989+00:00,-1346585,7.33,73,DIG,9870468.05
2013-02-27 23:59:59.999989+00:00,967643,9.3935,78,VCG,-9089554.520499999
2013-02-27 23:59:59.999989+00:00,-924081,17.484,80,CII,16156632.204000002
2013-02-27 23:59:59.999989+00:00,30565,14.5899,81,DRC,-445940.2935
2013-02-27 23:59:59.999989+00:00,869005,4.1724,82,KSB,-3625836.462
2013-02-27 23:59:59.999989+00:00,994557,2.5575,83,NT2,-2543579.5275000003
2013-02-27 23:59:59.999989+00:00,630756,21.8295,89,HAG,-13769088.102
2013-02-27 23:59:59.999989+00:00,950632,12.4472,91,GMD,-11832706.6304
2013-02-27 23:59:59.999989+00:00,718129,2.9409,94,TIG,-2111945.5761
2013-02-27 23:59:59.999989+00:00,1775424,6.1475,95,IJC,-10914419.04
2013-02-27 23:59:59.999989+00:00,5887690,2.9186,98,DCL,-17183812.034
2013-03-06 23:59:59.999989+00:00,-4050776,3.4232,3,HPG,13866616.4032
2013-03-06 23:59:59.999989+00:00,101386,38.934,4,VNM,-3947362.5239999997
2013-03-06 23:59:59.999989+00:00,73533,73.14,8,MSN,-5378203.62
2013-03-06 23:59:59.999989+00:00,143479,18.1131,11,VCB,-2598849.4749
2013-03-06 23:59:59.999989+00:00,248710,21.4744,15,VIC,-5340898.024
2013-03-06 23:59:59.999989+00:00,846016,5.4867,16,HSG,-4641835.9872
2013-03-06 23:59:59.999989+00:00,-3245503,3.4855,25,DXG,11312200.7065
2013-03-06 23:59:59.999989+00:00,133991,10.5002,28,PVS,-1406932.2981999998
2013-03-06 23:59:59.999989+00:00,-1152671,11.6334,29,REE,13409482.8114
2013-03-06 23:59:59.999989+00:00,-1600253,9.1695,33,SBT,14673519.883499999
2013-03-06 23:59:59.999989+00:00,636250,9.0541,37,PDR,-5760671.125
2013-03-06 23:59:59.999989+00:00,5139372,3.4233,48,HBC,-17593612.1676
2013-03-06 23:59:59.999989+00:00,-1562841,4.0234,49,SCR,6287934.4794
2013-03-06 23:59:59.999989+00:00,980265,7.757999999999999,50,HAI,-7604895.869999999
2013-03-06 23:59:59.999989+00:00,50712,45.0503,56,BVH,-2284590.8136
2013-03-06 23:59:59.999989+00:00,450006,7.7454,61,PPC,-3485476.4724
2013-03-06 23:59:59.999989+00:00,4631408,6.8624,67,HDC,-31782574.2592
2013-03-06 23:59:59.999989+00:00,-3690959,5.0974,71,VNG,18814294.406600002
2013-03-06 23:59:59.999989+00:00,304718,6.4539,72,ITA,-1966619.5002
2013-03-06 23:59:59.999989+00:00,-967643,7.8661,78,VCG,7611576.6023
2013-03-06 23:59:59.999989+00:00,352817,13.3128,81,DRC,-4696982.1576
2013-03-06 23:59:59.999989+00:00,-4830121,4.1504,82,KSB,20046934.198400002
2013-03-06 23:59:59.999989+00:00,-9179464,2.251,83,NT2,20662973.463999998
2013-03-06 23:59:59.999989+00:00,3245963,4.7974,87,TCM,-15572182.8962
2013-03-06 23:59:59.999989+00:00,-630756,20.6388,89,HAG,13018046.9328
2013-03-06 23:59:59.999989+00:00,4171086,7.233,90,SZL,-30169465.038
2013-03-06 23:59:59.999989+00:00,308862,12.4903,91,GMD,-3857779.0385999996
2013-03-06 23:59:59.999989+00:00,975337,2.7005,94,TIG,-2633897.5685
2013-03-06 23:59:59.999989+00:00,-1775424,5.7257,95,IJC,10165545.1968
2013-03-06 23:59:59.999989+00:00,31628,2.9939999999999998,98,DCL,-94694.23199999999
2013-03-13 23:59:59.999989+00:00,3053128,3.9475,3,HPG,-12052222.78
2013-03-13 23:59:59.999989+00:00,-290916,38.5632,4,VNM,11218651.8912
2013-03-13 23:59:59.999989+00:00,-161578,74.41199999999999,8,MSN,12023342.135999998
2013-03-13 23:59:59.999989+00:00,-308672,18.5717,11,VCB,5732563.7824
2013-03-13 23:59:59.999989+00:00,-1735549,20.3691,15,VIC,35351571.1359
2013-03-13 23:59:59.999989+00:00,-1366735,6.2947,16,HSG,8603186.8045
2013-03-13 23:59:59.999989+00:00,640543,31.6481,21,GAS,-20271968.9183
2013-03-13 23:59:59.999989+00:00,800590,10.6555,23,SSI,-8530686.745
2013-03-13 23:59:59.999989+00:00,2416773,3.6027,25,DXG,-8706908.0871
2013-03-13 23:59:59.999989+00:00,1697847,13.7379,27,STB,-23324852.3013
2013-03-13 23:59:59.999989+00:00,-369170,10.1548,28,PVS,3748847.516
2013-03-13 23:59:59.999989+00:00,908538,12.3443,29,REE,-11215265.6334
2013-03-13 23:59:59.999989+00:00,1090215,8.5167,31,KBC,-9285034.0905
2013-03-13 23:59:59.999989+00:00,1477352,10.7459,32,PHR,-15875476.856800001
2013-03-13 23:59:59.999989+00:00,7413586,3.0687,34,TNA,-22750071.358200002
2013-03-13 23:59:59.999989+00:00,-1534993,9.0556,37,PDR,13900282.6108
2013-03-13 23:59:59.999989+00:00,-2513023,3.8108,48,HBC,9576628.0484
2013-03-13 23:59:59.999989+00:00,1184042,5.3035,49,SCR,-6279566.7469999995
2013-03-13 23:59:59.999989+00:00,-1694567,8.2099,50,HAI,13912225.6133
2013-03-13 23:59:59.999989+00:00,-127272,44.1922,56,BVH,5624429.6784
2013-03-13 23:59:59.999989+00:00,-786894,8.1951,61,PPC,6448675.0194
2013-03-13 23:59:59.999989+00:00,-1196731,6.6425,67,HDC,7949285.6675
2013-03-13 23:59:59.999989+00:00,-702139,7.091,72,ITA,4978867.649
2013-03-13 23:59:59.999989+00:00,2678422,3.0602,76,PVT,-8196507.0044
2013-03-13 23:59:59.999989+00:00,634690,9.8517,78,VCG,-6252775.472999999
2013-03-13 23:59:59.999989+00:00,873571,18.6,80,CII,-16248420.600000001
2013-03-13 23:59:59.999989+00:00,-571265,14.9382,81,DRC,8533670.823
2013-03-13 23:59:59.999989+00:00,-1053758,4.9271,87,TCM,5191971.041800001
2013-03-13 23:59:59.999989+00:00,465505,21.7501,89,HAG,-10124780.3005
2013-03-13 23:59:59.999989+00:00,-4171086,7.2317,90,SZL,30164042.6262
2013-03-13 23:59:59.999989+00:00,-625083,14.127,91,GMD,8830547.541000001
2013-03-13 23:59:59.999989+00:00,7550461,2.3908,92,AMV,-18051642.1588
2013-03-13 23:59:59.999989+00:00,-1330042,2.4604,94,TIG,3272435.3367999997
2013-03-13 23:59:59.999989+00:00,-1083739,3.1953,98,DCL,3462871.2267
2013-03-20 23:59:59.999989+00:00,414379,3.855,3,HPG,-1597431.045
2013-03-20 23:59:59.999989+00:00,17121,39.3048,4,VNM,-672937.4808
2013-03-20 23:59:59.999989+00:00,10006,75.684,8,MSN,-757294.1039999999
2013-03-20 23:59:59.999989+00:00,125610,18.3997,11,VCB,-2311186.317
2013-03-20 23:59:59.999989+00:00,106954,6.7725,16,HSG,-724345.965
2013-03-20 23:59:59.999989+00:00,-10465,34.2682,21,GAS,358616.713
2013-03-20 23:59:59.999989+00:00,-800590,10.5377,23,SSI,8436377.242999999
2013-03-20 23:59:59.999989+00:00,-2416773,3.5441,25,DXG,8565285.189299999
2013-03-20 23:59:59.999989+00:00,-1697847,13.6751,27,STB,23218227.5097
2013-03-20 23:59:59.999989+00:00,-1521173,9.9475,28,PVS,15131868.4175
2013-03-20 23:59:59.999989+00:00,161143,12.3443,29,REE,-1989197.5349
2013-03-20 23:59:59.999989+00:00,1713135,5.9518,30,HCM,-10196236.893000001
2013-03-20 23:59:59.999989+00:00,36978,8.6103,31,KBC,-318391.6734
2013-03-20 23:59:59.999989+00:00,124985,10.818,32,PHR,-1352087.73
2013-03-20 23:59:59.999989+00:00,-317784,3.3101,34,TNA,1051896.8184
2013-03-20 23:59:59.999989+00:00,1445726,10.1204,36,HVG,-14631325.4104
2013-03-20 23:59:59.999989+00:00,56107,8.8703,37,PDR,-497685.9221
2013-03-20 23:59:59.999989+00:00,317605,3.8969,48,HBC,-1237674.9245
2013-03-20 23:59:59.999989+00:00,157752,5.2426,49,SCR,-827030.6352
2013-03-20 23:59:59.999989+00:00,-2919729,8.1346,50,HAI,23750827.5234
2013-03-20 23:59:59.999989+00:00,25179,44.6212,56,BVH,-1123517.1948
2013-03-20 23:59:59.999989+00:00,137633,7.9952,61,PPC,-1100403.3616
2013-03-20 23:59:59.999989+00:00,-3434677,6.8185,67,HDC,23419345.1245
2013-03-20 23:59:59.999989+00:00,179447,6.7273,72,ITA,-1207193.8031
2013-03-20 23:59:59.999989+00:00,-2678422,2.9951,76,PVT,8022141.7321999995
2013-03-20 23:59:59.999989+00:00,86837,9.4699,78,VCG,-822337.7063000001
2013-03-20 23:59:59.999989+00:00,72710,18.4512,80,CII,-1341586.752
2013-03-20 23:59:59.999989+00:00,69566,15.2091,81,DRC,-1058036.2506
2013-03-20 23:59:59.999989+00:00,3950403,5.2265,82,KSB,-20646781.2795
2013-03-20 23:59:59.999989+00:00,8220414,2.6087,83,NT2,-21444594.001799997
2013-03-20 23:59:59.999989+00:00,4217390,2.3291,84,TNG,-9822723.049
2013-03-20 23:59:59.999989+00:00,347560,4.8623,87,TCM,-1689940.9880000001
2013-03-20 23:59:59.999989+00:00,-465505,21.4326,89,HAG,9976982.463
2013-03-20 23:59:59.999989+00:00,3139658,7.2891,90,SZL,-22885281.127800003
2013-03-20 23:59:59.999989+00:00,82583,14.0408,91,GMD,-1159531.3864
2013-03-20 23:59:59.999989+00:00,-1133101,2.4572,92,AMV,2784255.7772
2013-03-20 23:59:59.999989+00:00,403566,2.5204,94,TIG,-1017147.7464
2013-03-20 23:59:59.999989+00:00,-104476,3.3966,98,DCL,354863.1816
2013-03-27 23:59:59.999989+00:00,346242,3.8858,3,HPG,-1345427.1636
2013-03-27 23:59:59.999989+00:00,-57043,41.9004,4,VNM,2390124.5171999997
2013-03-27 23:59:59.999989+00:00,-20914,79.5,8,MSN,1662663.0
2013-03-27 23:59:59.999989+00:00,-824217,18.1131,11,VCB,14929124.942699999
2013-03-27 23:59:59.999989+00:00,1092558,20.8428,15,VIC,-22771967.882400002
2013-03-27 23:59:59.999989+00:00,-99253,6.8112,16,HSG,676032.0336000001
2013-03-27 23:59:59.999989+00:00,-10380,34.4061,21,GAS,357135.318
2013-03-27 23:59:59.999989+00:00,745770,23.4654,26,PVD,-17499791.358
2013-03-27 23:59:59.999989+00:00,73961,12.6675,29,REE,-936900.9675
2013-03-27 23:59:59.999989+00:00,366564,5.7373,30,HCM,-2103087.6372
2013-03-27 23:59:59.999989+00:00,-1127193,7.768,31,KBC,8756035.224
2013-03-27 23:59:59.999989+00:00,155884,11.395,32,PHR,-1776298.18
2013-03-27 23:59:59.999989+00:00,-582129,3.448,34,TNA,2007180.792
2013-03-27 23:59:59.999989+00:00,170086,10.2624,36,HVG,-1745490.5664
2013-03-27 23:59:59.999989+00:00,-2791500,8.8703,37,PDR,24761442.45
2013-03-27 23:59:59.999989+00:00,333846,3.7893,48,HBC,-1265042.6478
2013-03-27 23:59:59.999989+00:00,-1341794,4.9987,49,SCR,6707225.667800001
2013-03-27 23:59:59.999989+00:00,2772640,8.3626,50,HAI,-23186479.264000002
2013-03-27 23:59:59.999989+00:00,-209146,44.1922,56,BVH,9242621.8612
2013-03-27 23:59:59.999989+00:00,124975,8.5948,61,PPC,-1074135.13
2013-03-27 23:59:59.999989+00:00,-1419266,6.4546,72,ITA,9160794.3236
2013-03-27 23:59:59.999989+00:00,8260704,2.3577,77,ANV,-19476261.8208
2013-03-27 23:59:59.999989+00:00,183888,9.0117,78,VCG,-1657143.4896
2013-03-27 23:59:59.999989+00:00,140329,18.1536,80,CII,-2547476.5344000002
2013-03-27 23:59:59.999989+00:00,34594,15.0543,81,DRC,-520788.4542
2013-03-27 23:59:59.999989+00:00,-65727,4.8751,82,KSB,320425.69769999996
2013-03-27 23:59:59.999989+00:00,621416,2.5579,83,NT2,-1589519.9864
2013-03-27 23:59:59.999989+00:00,778878,2.4076,84,TNG,-1875226.6728
2013-03-27 23:59:59.999989+00:00,-2539765,4.5381,87,TCM,11525707.5465
2013-03-27 23:59:59.999989+00:00,655592,22.3058,89,HAG,-14623504.0336
2013-03-27 23:59:59.999989+00:00,-40338,7.2891,90,SZL,294027.7158
2013-03-27 23:59:59.999989+00:00,36507,16.3666,91,GMD,-597495.4661999999
2013-03-27 23:59:59.999989+00:00,-6417360,2.4568,92,AMV,15766170.047999999
2013-03-27 23:59:59.999989+00:00,-4096009,2.7608,94,TIG,11308261.647200001
2013-03-27 23:59:59.999989+00:00,450344,3.3714,98,DCL,-1518289.7616
2013-04-03 23:59:59.999989+00:00,-705189,4.3793,3,HPG,3088234.1876999997
2013-04-03 23:59:59.999989+00:00,-3434,44.8668,4,VNM,154072.5912
2013-04-03 23:59:59.999989+00:00,16082,80.77199999999999,8,MSN,-1298975.3039999998
2013-04-03 23:59:59.999989+00:00,904837,18.5717,11,VCB,-16804361.3129
2013-04-03 23:59:59.999989+00:00,113660,20.526999999999997,15,VIC,-2333098.82
2013-04-03 23:59:59.999989+00:00,130726,7.5465,16,HSG,-986523.759
2013-04-03 23:59:59.999989+00:00,-37836,38.9568,21,GAS,1473969.4848
2013-04-03 23:59:59.999989+00:00,-44007,24.8622,26,PVD,1094110.8354
2013-04-03 23:59:59.999989+00:00,-88530,13.0553,29,REE,1155785.709
2013-04-03 23:59:59.999989+00:00,-58288,5.7642,30,HCM,335983.6896
2013-04-03 23:59:59.999989+00:00,128108,11.4671,32,PHR,-1469027.2468
2013-04-03 23:59:59.999989+00:00,403142,3.4825,34,TNA,-1403942.015
2013-04-03 23:59:59.999989+00:00,-85480,10.2269,36,HVG,874195.412
2013-04-03 23:59:59.999989+00:00,28963,3.7247,48,HBC,-107878.4861
